ID,Nama Makanan,Kategori,Jumlah Sajian,Per Sajian,Energi,Energi dari lemak,Energi dari lemak jenuh,Karbohidrat total,Karbohidrat lain,Protein,Lemak total,Lemak jenuh,Lemak tidak jenuh ganda,Lemak tidak jenuh tunggal,Lemak trans,Kolesterol,Serat pangan,Serat pangan larut,Serat pangan tidak larut,Gula,Gula alkohol,Air,Abu,Vitamin A,B0Karoten,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B12,Folat,Biotin,Kolin,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Kalsium,Fosfor,Magnesium,Natrium,Kalium,Besi,Seng,Tembaga,Mangan,Iodium,Selenium,Fluor,Kromium,L0Karnitin,Myo0Inositol,Asam linoleat,Asam a0linolenat
3399,Selai Chocolate Bubuk,Lean Lab,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,Selai Kacang,Dale's Farm,1.0,porsi (30 g),170.0,,,7.0,,7.0,13.0,1.5,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,
3401,Selai Kacang,Glaranadi,1.0,serving (15 g),90.0,,,3.0,,3.0,8.0,1.0,0.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,
3402,Selai Kacang,Saus & Bumbu,1.0,sdm,94.0,,,3.13,,4.01,8.06,1.647,2.219,3.794,,0.0,1.0,,,1.48,,,,,,,,,,,,,,,,,,,,,,73.0,104.0,,,,,,,,,,,,
3403,Selai Kacang,Welco,1.0,porsi (30 g),160.0,,,11.0,,8.0,10.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,
3404,Selai Kacang Bubuk,Lean Lab,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3405,Selai Kacang Halus (Lemak yang telah Dikurangi),Saus & Bumbu,100.0,gram (g),520.0,,,35.65,,25.9,34.0,7.4,10.266,16.156,,0.0,5.2,,,7.81,,,,,,,,,,,,,,,,,,,,,,540.0,669.0,,,,,,,,,,,,
3406,Selai Kacang Halus (dengan Garam),Saus & Bumbu,2.0,sdm,188.0,,,6.26,,8.03,16.12,3.293,4.437,7.588,,0.0,1.9,,,2.95,,,,,,,,,,,,,,,,,,,,,,147.0,208.0,,,,,,,,,,,,
3407,Selai Kacang Natural,Y-Nut,1.0,porsi (20 g),140.0,,,4.0,,6.0,11.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,
3408,Selai Kacang dan Sandwich Jeli,Makanan Ringan,1.0,sandwich,327.0,,,42.23,,10.32,14.23,2.931,4.156,6.229,,0.0,2.9,,,12.11,,,,,,,,,,,,,,,,,,,,,,483.0,222.0,,,,,,,,,,,,
3409,Selai Kacang dengan Lemak yang telah Dikurangi,Saus & Bumbu,1.0,sdm,94.0,,,6.42,,4.66,6.12,1.332,1.848,2.908,,0.0,0.9,,,1.41,,,,,,,,,,,,,,,,,,,,,,97.0,120.0,,,,,,,,,,,,
3410,Selai Nanas,Welco,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3411,Selai Stroberi,Welco,1.0,porsi (16 g),45.0,,,11.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,Selai dan Pengawet,Saus & Bumbu,1.0,sdm,56.0,,,13.77,,0.07,0.01,0.002,0.0,0.008,,0.0,0.2,,,9.7,,,,,,,,,,,,,,,,,,,,,,6.0,15.0,,,,,,,,,,,,
"3413,""Selai, Pengawet, Selai Jeruk (Rendah Gula)"",Saus & Bumbu,1.0,sdm,26.0,,,6.57,,0.08,0.04,0.002,0.019,0.005,,0.0,0.3,,,6.19,,,,,,,,,,,,,,,,,,,,,,0.0,17.0,,,,,,,,,,,,"
3414,Seledri,Sayuran,100.0,gram (g),14.0,,,2.97,,0.69,0.17,0.043,0.081,0.032,,0.0,1.6,,,1.83,,,,,,,,,,,,,,,,,,,,,,80.0,260.0,,,,,,,,,,,,
3415,Seledri Dimasak,Sayuran,100.0,gram (g),39.0,,,3.93,,0.81,2.54,0.486,0.77,1.153,,0.0,1.5,,,2.29,,,,,,,,,,,,,,,,,,,,,,307.0,275.0,,,,,,,,,,,,
3416,Self Raising Flour,Haan,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3417,Semangka,Buah,100.0,gram (g),30.0,,,7.55,,0.61,0.15,0.016,0.05,0.037,,0.0,0.4,,,6.2,,,,,,,,,,,,,,,,,,,,,,1.0,112.0,,,,,,,,,,,,
3418,Semangka,Aice,1.0,potong (65 g),70.0,,,17.0,,0.0,0.5,0.0,,,,0.0,1.0,,,13.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
3419,Semi Skimmed Milk,Oldenburger,1.0,porsi  (200 ml),90.0,,,10.0,,7.0,3.0,2.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,
3420,Semi Skimmed Milk UHT,Oldenburger,1.0,porsi (200 ml),100.0,,,10.0,,7.0,3.0,2.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,
3421,Semi Sweet Almonds,Van Houten,1.0,porsi (20 g),120.0,,,9.0,,3.0,8.0,3.0,,,,0.0,1.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,
3422,Senbei Original,Want Want,1.0,porsi (20 g),90.0,,,15.0,,1.0,3.0,1.5,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
3423,Serbat Wangi,Intrafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,Sereal,Roti & Sereal,1.0,mangkok,124.0,,,27.4,,2.39,1.12,0.274,0.389,0.369,,0.0,1.7,,,7.45,,,,,,,,,,,,,,,,,,,,,,223.0,89.0,,,,,,,,,,,,
3425,Sereal Coklat,Real Good,1.0,porsi (125 ml),80.0,,,15.0,,2.0,2.5,1.5,,,,2.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,
3426,Sereal Coklat,Energen,1.0,sachet (29 g),150.0,,,27.0,,2.0,3.0,1.5,,,,0.0,1.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,
3427,Sereal Dan Susu,Energen,1.0,bungkus (32 g),140.0,,,25.0,,2.0,4.0,4.0,,,,0.0,1.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,
3428,Sereal Less Sugar,Energen,1.0,sachet (20 g),90.0,,,14.0,,2.0,3.0,2.0,,,,0.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,Sereal Rasa Coklat,Energen,1.0,sachet (35 g),150.0,,,28.0,,2.0,3.5,3.0,0.0,0.0,,0.0,2.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,210.0,120.0,,,,,,,,,,,,
3430,Serious Mass,Optimum Nutrition,2.0,scoop (334 g),1250.0,,,252.0,,50.0,4.5,1.5,,,,80.0,4.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,410.0,1560.0,,,,,,,,,,,,
3431,Seven Grain,De Bakker,1.0,porsi (21 g),61.0,,,11.0,,2.0,1.0,0.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
3432,Shaqima,Go Day,1.0,(28 g),130.0,,,17.0,,2.0,7.0,3.0,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,
3433,Shaqima Sesame Seeds,Go Day,1.0,porsi (28 g),140.0,,,16.0,,2.0,7.0,3.0,,,,5.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,
3434,Shine Whey Protein,PH Nutrition,1.0,sachet (38 g),130.0,,,4.0,,26.0,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
3435,Shirataki Chicken Aglio Olio,Easy Peasy,1.0,porsi,135.0,,,7.5,,17.9,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,Shirataki Chicken Alfredo,Easy Peasy,1.0,porsi,258.0,,,25.7,,20.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,Shirataki Yakimeshi Chicken,Easy Peasy,1.0,porsi,279.0,,,17.2,,27.6,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,Shred Cheese,Emina,1.0,porsi (15 g),45.0,,,5.0,,0.0,3.0,1.5,,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,
3439,Shrimp,Jetz,1.0,porsi (20 g),100.0,,,14.0,,2.0,4.5,2.5,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,
3440,Shrimp Crackers,Finna,1.0,bungkus (10 g),50.0,,,7.0,,0.0,2.0,1.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,Shrimp Creamy Tom Yum Flavour,Mama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,Si Batagor,Umia-Mi,1.0,porsi (180 g),400.0,,,40.0,,17.0,19.0,5.0,,,,30.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,88.0,,,,,,,,,,,,
3443,Signature Choco,Ichitan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,Signature Original Black Coffee (Botol),Kapal Api,1.0,botol (200 ml),100.0,,,19.0,,1.0,2.0,1.0,0.0,0.0,,0.0,2.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,35.0,0.0,,,,,,,,,,,,
3445,Signature Strong Black Coffee,Kapal Api,1.0,takaran saji (200 ml),100.0,,,19.0,,1.0,2.0,1.0,,,,,2.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,
3446,Siip,Nabati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,Siip,Richeese,1.0,kemasan (10 g),60.0,,,6.0,,1.0,3.5,1.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,
3448,Siip,Richoco,1.0,bungkus (10 g),45.0,,,7.0,,0.0,2.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,
3449,Siip Bite Coklat,Nabati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,Siip Keju,Nabati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,Siip Roasted Corn,Nabati,1.0,porsi (5 g),20.0,,,3.0,,0.0,1.5,0.5,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,
3452,Siip Roasted Corn,Richeese,4.0,biji (10 g),60.0,,,5.0,,1.0,3.5,1.5,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,
3453,Silken Egg Tofu,Sakake,100.0,g,130.0,,,4.0,,12.0,7.0,2.0,,,,70.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,
3454,Silken Tofu,Sakake,2.0,porsi (150 g),100.0,,,4.0,,8.0,5.0,1.0,,,,0.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,
3455,Silverqueen Milk Chocolate with Cashew,Ceres,1.0,serving (20 g),110.0,,,10.0,,2.0,7.0,4.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
3456,Simple Blend Pro,The Infinity,4.0,sendok makan (33 g),130.0,,,11.0,,18.0,1.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,
3457,Simply Pretty,ELORA,1.0,gelas (15 g),60.0,,,12.0,,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
3458,Singapore Kung Po Sauce,Happy Belly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,Singkong Keriting Rasa Ayam Geprek,Qtela,1.0,takaran saji (20 g),100.0,,,14.0,,0.0,5.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,
3460,Singkong Serut Rasa Keju,Qtela,1.0,bungkus (20 g),110.0,,,13.0,,0.0,6.0,2.5,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,90.0,0.0,,,,,,,,,,,,
3461,Singles Gochujang,Kanzler,1.0,bungkus (60 g),120.0,,,4.0,,8.0,8.0,3.5,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,
3462,Singles Hot,Kanzler,1.0,bungkus (65 g),120.0,,,4.0,,10.0,4.5,4.5,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,
3463,Singles Keju,Kanzler,1.0,bungkus (65 g),140.0,,,6.0,,10.0,7.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,
3464,Singles Mini,Kanzler,1.0,buah (60 g),110.0,,,3.0,,9.0,7.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,
3465,Singles Original,Kanzler,1.0,bungkus (65 g),120.0,,,4.0,,9.0,8.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,
3466,Siomay,Champ,100.0,g,210.0,,,25.0,,11.0,7.0,2.5,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,810.0,,,,,,,,,,,,,
3467,Siomay Ayam,Fiesta,100.0,g,200.0,,,16.0,,13.0,9.0,2.5,0.0,0.0,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,600.0,0.0,,,,,,,,,,,,
3468,Siomay Ayam,Umia-Mi,6.0,biji (87 g),150.0,,,23.0,,8.0,3.5,2.0,,,,15.0,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,
3469,Siomay Ayam Jamur,Wei Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,Siomay Ayam Sayur,Wei Wang,5.0,biji (87 g),170.0,,,22.0,,8.0,5.0,2.0,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,710.0,,,,,,,,,,,,,
3471,Siomay Seafood,Wei Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,Siomay Udang,Fiesta,2.0,biji (36 g),60.0,,,8.0,,4.0,1.0,0.0,,,,5.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,
3473,Sirup,Saus & Bumbu,1.0,sdm,53.0,,,13.71,,0.0,0.01,0.003,0.007,0.004,,0.0,0.1,,,9.79,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,,,,,,,,,,,,
3474,Sirup Cokelat,Saus & Bumbu,1.0,2 porsi sdm,109.0,,,25.39,,0.82,0.44,0.202,0.01,0.112,,0.0,1.0,,,19.36,,,,,,,,,,,,,,,,,,,,,,28.0,87.0,,,,,,,,,,,,
3475,Sirup Maple,Saus & Bumbu,1.0,sdm,52.0,,,13.42,,0.0,0.04,0.007,0.02,0.013,,0.0,0.0,,,11.9,,,,,,,,,,,,,,,,,,,,,,2.0,41.0,,,,,,,,,,,,
3476,Skim Coklat,Indoprima,3.0,sendok (35 g),130.0,,,24.0,,7.0,0.0,0.0,,,,0.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,
3477,Skim Milk Powder,Indoprima,3.0,sdm (35 g),130.0,,,21.0,,11.0,0.0,0.0,,,,10.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,,
3478,Skinlift Tea,Acaii Tea,1.0,serving (500 ml),100.0,,,20.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3479,Skinny Dip,Nakedpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,Skinny Dip Juice,Nakedpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,Skinny Korean Bulgogi,Health's Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,Skinny Lemonade,Acaii Tea,1.0,porsi (500 ml),150.0,,,30.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,Slim & Fit Cookies,Kalbe,1.0,bungkus (22 g),90.0,,,14.0,,2.0,4.0,3.0,,,,0.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,80.0,50.0,,,,,,,,,,,,
3484,Slim Bites Oat Choco Almond,Ina Cookies,1.0,porsi (22 g),110.0,,,14.0,,1.0,6.0,3.5,,,,1.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,Slimfit,Kalbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,Slondok,Garuda,1.0,bungkus (15 g),140.0,,,10.0,,0.0,4.0,2.0,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,
3487,Slow Cooked Wagyu Beef Kalio with Nasi Gurih,Yellow Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,Small Shells,San Remo,100.0,g,366.0,,,72.0,,12.5,2.0,,1.2,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,
3489,Smoke Beef & Cheese,Janji Jiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,Smoked Beef,Farmhouse,1.0,piece (20 g),35.0,,,2.0,,3.0,2.0,,,,,5.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3491,Smoked Beef,Hanzel,100.0,g,120.0,,,9.0,,12.0,4.0,1.5,0.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,740.0,0.0,,,,,,,,,,,,
3492,Smoked Beef,Yona,1.0,porsi (60 g),110.0,,,5.0,,8.0,6.0,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,370.0,,,,,,,,,,,,,
3493,Smoked Cheese,Emina,1.0,порция (15 g),50.0,,,1.0,,3.0,4.0,3.0,,,,10.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,
"3494,Smokey BBQ Slices,Bega,1.0,""slice (16,7 g)"",50.0,,,1.0,,3.0,4.5,3.0,,,,10.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,"
3495,Smooth Peanut Butter,Sanitarium,1.0,tablespoon (20 g),121.0,,,2.5,,5.6,9.7,1.7,0.9,7.1,,0.0,1.2,,,1.6,,,,,,,,,,,,,,,,,,,,,,107.0,121.0,,,,,,,,,,,,
3496,Smoothee,Danone,1.0,botol (220 ml),190.0,,,30.0,,4.0,6.0,2.5,,,,6.0,,,,24.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,
3497,Snack Bantal,Gery,1.0,porsi (75 g),70.0,,,9.0,,1.0,3.5,1.5,0.0,0.0,,,0.0,,,0.02,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
3498,Snack Rasa BBQ,Happy Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,Snack Sereal,Gery,1.0,porsi (20 g),100.0,,,14.0,,1.0,4.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,
3500,Snack Sereal Pillow,Gery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,Snack Talas,Thalasa,1.0,serving  (25 g),130.0,,,15.0,,1.0,7.0,3.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,
3502,Snek Ikan,WANFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,So Good Soy Milk Regular,Sanitarium,1.0,porsi (250 ml),163.0,,,12.8,,8.0,8.8,1.0,4.3,3.5,,0.0,0.8,,,5.0,,,,,,,,,,,,,,,,,,,,,,100.0,363.0,,,,,,,,,,,,
3504,Soda,Minuman,1.0,kaleng (350 ml),140.0,,,36.05,,0.26,0.04,0.0,0.0,0.0,,0.0,0.0,,,33.76,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,,,,,,,,,,,,
3505,Soda Cracker,Jiu Guang Ting,1.0,porsi (20 g),100.0,,,13.0,,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,
3506,Soda Jeruk,Minuman,1.0,kaleng atau botol (350 ml),179.0,,,45.76,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,45.0,7.0,,,,,,,,,,,,
"3507,Soes Cream Cheese,Kartika Toast,1.0,""porsi (2,95 g)"",20.0,,,1.0,,0.0,1.5,0.5,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,"
3508,Soes Cream Chocolate Hazelnut,Kartika Sari,1.0,serving (15 g),90.0,,,8.0,,1.0,6.0,2.5,,,,10.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,
3509,Soes Cream Yogurt Strawberry,Kartika Sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,Soes Kering,Kartika Toast,1.0,porsi (8 g),40.0,,,5.0,,1.0,2.0,1.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,
3511,Soes Kering Cheese,Kartika Sari,1.0,porsi (8 g),50.0,,,3.0,,1.0,3.5,1.5,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,
"3512,Soes Snack Cheese,Paroti,1.0,""pack (28,8 g)"",45.0,,,3.0,,1.0,3.5,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,"
"3513,Soes Snack Chocolate,Paroti,1.0,""snack (2,55 g)"",15.0,,,1.0,,0.0,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,"
3514,Soesnack Crispy Puff,Kartika Toast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,Sohun,Lainnya,100.0,gram (g),351.0,,,86.09,,0.16,0.06,0.017,0.018,0.008,,0.0,0.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,
3516,Sohun Jagung,Naraya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,Sop Ikan Susu With Coriander Rice + Siomay Dimsum,Yellow Fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,Sos Korea,Adabi,1.0,porsi (40 g),100.0,,,13.0,,1.0,4.5,2.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,660.0,,,,,,,,,,,,,
3519,Sosis,Viva Dahlia,2.0,potong (84 g),110.0,,,4.0,,15.0,4.0,2.0,,,,30.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,
3520,Sosis,Tastymax Gold,1.0,porsi (83 g),150.0,,,3.0,,14.0,9.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,
3521,Sosis,Champ,75.0,g),160.0,,,13.0,,8.0,9.0,3.5,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,620.0,,,,,,,,,,,,,
3522,Sosis,Jofrans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3523,Sosis,Kanzler,1.0,piece (65 g),130.0,,,6.0,,10.0,8.0,6.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,
3524,Sosis Ayam,Ngetop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525,Sosis Ayam,Umia-Mi,1.0,sajian (50 g),100.0,,,11.0,,4.0,4.5,2.5,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,
3526,Sosis Ayam,Salam,1.0,porsi (50 g),50.0,,,3.0,,9.0,0.5,0.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,
