ID,Nama Makanan,Kategori,Jumlah Sajian,Per Sajian,Energi,Energi dari lemak,Energi dari lemak jenuh,Karbohidrat total,Karbohidrat lain,Protein,Lemak total,Lemak jenuh,Lemak tidak jenuh ganda,Lemak tidak jenuh tunggal,Lemak trans,Kolesterol,Serat pangan,Serat pangan larut,Serat pangan tidak larut,Gula,Gula alkohol,Air,Abu,Vitamin A,B0Karoten,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B12,Folat,Biotin,Kolin,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Kalsium,Fosfor,Magnesium,Natrium,Kalium,Besi,Seng,Tembaga,Mangan,Iodium,Selenium,Fluor,Kromium,L0Karnitin,Myo0Inositol,Asam linoleat,Asam a0linolenat
"3278,Saori Saus Teriyaki,Ajinomoto,1.0,""porsi (5,5 ml)"",10.0,,,2.0,,0.0,0.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,610.0,,,,,,,,,,,,,"
"3279,Saos Tiram,Saori,1.0,""sdm (5,8 g)"",5.0,,,1.0,,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,290.0,10.0,,,,,,,,,,,,"
3280,Sarang Burung,Cap Panda,1.0,kaleng (310 ml),110.0,,,27.0,,0.0,0.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,
3281,Sarang Burung,Yeo's,1.0,kaleng (300 ml),120.0,,,27.0,,0.0,1.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
3282,Sarang Burung Walet,Realfood,1.0,gelas (210 ml),50.0,,,12.0,,1.0,0.0,0.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
3283,Sarden,ABC,1.0,porsi (50 g),50.0,,,3.0,,9.0,1.0,2.0,0.0,,,10.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,
3284,Sarden,Del Monte,1.0,porsi (75 g),100.0,,,4.0,,17.0,1.5,,,,,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,
3285,Sarden,GaGa,2.0,kaleng (78 g),90.0,,,4.0,,15.0,1.5,0.5,,,,35.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,380.0,180.0,,,,,,,,,,,,
3286,Sarden Cabai,ABC,1.0,serving (50 g),60.0,,,2.0,,10.0,4.5,,,,,20.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,
3287,Sarden Sambal Balado,GaGa,1.0,porsi (78 g),90.0,,,1.0,,18.0,1.0,0.0,,,,20.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,340.0,360.0,,,,,,,,,,,,
3288,Sarden Saus Tomat,Vinisi,1.0,porsi (78 g),130.0,,,2.0,,16.0,6.0,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,150.0,,,,,,,,,,,,
3289,Sarden dalam Saus Tomat dan Cabe,GaGa,1.0,porsi (75 g),130.0,,,3.0,,16.0,7.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,
3290,Sarden dengan Saus Tomat (Campuran),Ikan & Seafood,100.0,gram (g),186.0,,,0.74,,20.86,10.46,2.686,2.112,4.821,,61.0,0.1,,,0.43,,,,,,,,,,,,,,,,,,,,,,414.0,341.0,,,,,,,,,,,,
3291,Sardines Saus Cabe,Del Monte,1.0,sajian (75 g),100.0,,,3.0,,16.0,2.0,1.0,,,,30.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,610.0,,,,,,,,,,,,,
3292,Sari Asem Asli,Ultra Jaya,1.0,kotak (250 ml),140.0,,,34.0,,0.0,0.0,,,,,,5.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,100.0,210.0,,,,,,,,,,,,
3293,Sari Kacang Hijau,ABC,1.0,bungkus (250 ml),80.0,,,17.0,,2.0,0.0,0.0,,,,0.0,5.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,65.0,0.0,,,,,,,,,,,,
3294,Sari Kacang Hijau,Ultra Jaya,100.0,ml,55.0,,,13.0,,1.0,0.0,0.0,0.0,0.0,,0.0,3.5,,,10.0,,,,,,,,,,,,,,,,,,,,,,32.0,25.0,,,,,,,,,,,,
3295,Sari Kacang Ijo,Ultra Jaya,1.0,kotak (200 ml),110.0,,,26.0,,2.0,0.0,0.0,0.0,0.0,,0.0,7.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,65.0,45.0,,,,,,,,,,,,
3296,Sari Kurma,Sahara,1.0,sdm (20 g),63.0,,,15.58,,0.22,0.0,,,,,,0.1,,,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297,Sarimi Gelas Rasa Kari Ayam,Sarimi,1.0,bungkus (30 g),140.0,,,16.0,,3.0,8.0,3.5,,,,0.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,950.0,,,,,,,,,,,,,
3298,Sarimi Gelas Rasa Soto Ayam,Sarimi,1.0,sajian (27 g),120.0,,,17.0,,2.0,5.0,0.0,0.0,0.0,,0.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
3299,Sarimi Isi 2 Ayam Bawang,Sarimi,1.0,bungkus (115 g),510.0,,,70.0,,13.0,20.0,10.0,,,,0.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,1470.0,,,,,,,,,,,,,
3300,Sarimi Isi 2 Rasa Baso Sapi,Sarimi,1.0,bungkus (115 g),450.0,,,62.0,,10.0,19.0,9.0,,,,0.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,1220.0,,,,,,,,,,,,,
3301,Sarimi Isi 2 Rasa Soto,Sarimi,1.0,bungkus (113 g),460.0,,,62.0,,9.0,20.0,10.0,,,,0.0,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,1290.0,,,,,,,,,,,,,
3302,Sarimi Mi Goreng Rasa Ayam Kremes,Sarimi,1.0,porsi (70 g),330.0,,,46.0,,6.0,14.0,7.0,,,,0.0,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,720.0,,,,,,,,,,,,,
3303,Sarsi,F&N,1.0,can (325 ml),70.0,,,18.0,,0.0,0.0,0.0,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,
3304,Sashimi Salmon,Makanan Ringan,1.0,buah,41.0,,,0.0,,6.13,1.68,0.357,0.565,0.605,,13.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,13.0,120.0,,,,,,,,,,,,
3305,Satay Taichan,Healthy Go,1.0,porsi,449.0,,,45.0,,37.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306,Sate Abang Senayan with Nasi Kuning + Tahu Cabe Garam,Yellow Fit Kitchen,1.0,serving,517.0,,,66.0,,34.0,13.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307,Sate Ayam With Brown Rice Lontong,Fit Solution,1.0,porsi,406.0,,,32.0,,42.5,12.0,9.0,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308,Sate Padang,Yellow Fit Kitchen,1.0,porsi,688.0,,,67.0,,60.0,20.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,Sauce For Ma Po Tofu,Lee Kum Kee,1.0,porsi (20 g),30.0,,,3.0,,1.0,1.5,0.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,650.0,,,,,,,,,,,,,
3310,Sauce For Teriyaki Chicken,Lee Kum Kee,1.0,porsi (18 g),30.0,,,8.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,Saus & Bumbu,Makanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,Saus Apel,Saus & Bumbu,1.0,snack ukuran (112 g),86.0,,,22.5,,0.2,0.2,0.034,0.061,0.008,,0.0,1.4,,,18.64,,,,,,,,,,,,,,,,,,,,,,3.0,69.0,,,,,,,,,,,,
"3313,Saus Asam Manis,Bamboe,6.0,""potong (26,7 g)"",60.0,,,14.0,,0.0,0.0,0.0,,,,0.0,1.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,"
3314,Saus Asam Manis,Lee Kum Kee,1.0,porsi (20 g),35.0,,,8.0,,0.0,0.0,,,,,0.0,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,
"3315,Saus Asam Manis,Saori,1.0,""sajian (6,3 ml)"",15.0,,,3.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,135.0,0.0,,,,,,,,,,,,"
3316,Saus Barbeque,Del Monte,2.0,sdm (50 g),60.0,,,14.0,,0.0,0.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,880.0,116.0,,,,,,,,,,,,
3317,Saus Barbeque,Lee Kum Kee,1.0,sendok makan (20 g),50.0,,,12.0,,0.0,0.0,0.0,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,Saus Bulgogi,Mama Suka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3319,Saus Bulgogi,Saori,1.0,""serving (8,3 ml)"",15.0,,,3.0,,0.0,0.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,"
3320,Saus Cabai Kacang (TOBAN DJAN),Lee Kum Kee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321,Saus Cabe,Nasional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,Saus Carbonara,La Fonte,1.0,porsi (79 g),150.0,,,11.0,,2.0,11.0,5.0,,,,10.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,
3323,Saus Carbonara,Del Monte,1.0,sajian (25 g),30.0,,,3.0,,1.0,1.5,1.5,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,
3324,Saus Gochujang,Javasuperfood,1.0,sajian (15 g),30.0,,,7.0,,1.0,0.0,0.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,
"3325,""Saus Kari (Kering, Dikeringkan)"",Makanan Cepat Saji,100.0,gram (g),427.0,,,50.62,,9.38,23.1,3.44,8.69,9.93,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4080.0,352.0,,,,,,,,,,,,"
3326,Saus Kedelai dengan Sodium yang Dikurangi,Saus & Bumbu,1.0,sdm,8.0,,,1.36,,0.83,0.01,0.002,0.006,0.002,,0.0,0.1,,,0.27,,,,,,,,,,,,,,,,,,,,,,533.0,29.0,,,,,,,,,,,,
3327,Saus Keju,Mama Suka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3328,Saus Keju,Richeese,100.0,g,174.0,,,6.83,,6.71,13.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3329,Saus Koktail,Saus & Bumbu,1.0,gelas,221.0,,,56.87,,4.12,1.17,0.158,0.491,0.183,,0.0,2.5,,,49.63,,,,,,,,,,,,,,,,,,,,,,2364.0,906.0,,,,,,,,,,,,
3330,Saus Lada Hitam,Lee Kum Kee,1.0,sendok makan (18 g),25.0,,,5.0,,1.0,0.0,0.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,
3331,Saus Lada Hitam,Del Monte,1.0,serving (25 g),40.0,,,10.0,,0.0,0.0,,,,,0.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,
"3332,Saus Lada Hitam,Saori,3.0,""sendok (6,5 ml)"",10.0,,,2.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,260.0,0.0,,,,,,,,,,,,"
3333,Saus Lada atau Pedas,Saus & Bumbu,1.0,sdt,1.0,,,0.08,,0.02,0.02,0.002,0.009,0.001,,0.0,0.0,,,0.06,,,,,,,,,,,,,,,,,,,,,,124.0,7.0,,,,,,,,,,,,
3334,Saus Manis Cokelat Pisang,Kewpie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,Saus Manis Vanilla Matcha,Kewpie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,Saus Mayo,Maestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3337,Saus Mentega,Saori,1.0,""porsi (6,5 ml)"",10.0,,,2.0,,0.0,0.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,"
3338,Saus Pasta Spageti/Marinara,Saus & Bumbu,100.0,gram (g),74.0,,,11.27,,1.95,2.38,0.325,0.948,0.763,,0.0,0.4,,,8.88,,,,,,,,,,,,,,,,,,,,,,481.0,376.0,,,,,,,,,,,,
3339,Saus Pedas Ala Szechuan,Saori,1.0,porsi (11 ml),15.0,,,4.0,,0.0,0.0,0.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,
3340,Saus Sambal,Jawara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,Saus Sambal,ABC,1.0,sendok (15 g),15.0,,,4.0,,0.0,0.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,
3342,Saus Sambal Extra Pedas,Finna,1.0,sajian (8 ml),10.0,,,2.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,115.0,0.0,,,,,,,,,,,,
3343,Saus Siram Thousand Island,Kewpie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,Saus Siram Wijen Sangrai,Kewpie,1.0,sendok makan (25 ml),100.0,,,4.0,,1.0,9.0,1.5,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,260.0,0.0,,,,,,,,,,,,
3345,Saus Spageti dengan Sayuran (Gaya-Buatan Sendiri),Saus & Bumbu,1.0,mangkok,122.0,,,18.47,,3.88,5.43,0.725,2.627,1.715,,0.0,4.5,,,10.05,,,,,,,,,,,,,,,,,,,,,,367.0,852.0,,,,,,,,,,,,
3346,Saus Spaghetti,Del Monte,1.0,sajian (25 g),40.0,,,7.0,,1.0,1.0,1.0,,,,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,
3347,Saus Teriyaki,Mama Suka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3348,Saus Teriyaki,Saori,1.0,""sendok (5,5 ml)"",10.0,,,2.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,620.0,0.0,,,,,,,,,,,,"
3349,Saus Tiram,Lee Kum Kee,1.0,tbsp (18 g),25.0,,,5.0,,1.0,0.0,0.0,,,,0.0,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,820.0,,,,,,,,,,,,,
3350,Saus Tiram,Maestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,Saus Tiram,Maggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,Saus Tiram,Saori,100.0,g,51.0,,,10.92,,1.35,0.25,0.043,0.066,0.073,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,2733.0,54.0,,,,,,,,,,,,
3353,Saus Tiram Cap Panda,Lee Kum Kee,1.0,porsi (19 g),25.0,,,5.0,,1.0,0.0,0.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,910.0,,,,,,,,,,,,,
3354,Saus Tiram Choy Sun,Lee Kum Kee,1.0,sendok makan (19 g),25.0,,,6.0,,0.0,0.0,0.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,870.0,,,,,,,,,,,,,
3355,Saus Tomat,Indofood,1.0,sajian (12 g),20.0,,,5.0,,0.0,0.0,0.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,
3356,Saus Tomat,Saus & Bumbu,1.0,sdm,15.0,,,3.76,,0.26,0.06,0.008,0.023,0.009,,0.0,0.0,,,3.42,,,,,,,,,,,,,,,,,,,,,,167.0,57.0,,,,,,,,,,,,
3357,Saus Tomat,Del Monte,1.0,takaran saji (15 ml),15.0,,,4.0,,0.0,0.0,0.0,,,,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,,,
3358,Saus Tomat,ABC,1.0,sendok (15 g),25.0,,,6.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
3359,Saus Untuk Ayam Goreng,Finna,1.0,serving (8 ml),15.0,,,4.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,
3360,Sausage Smoke Bratwurst,Richeese,1.0,porsi (60 g),100.0,,,3.0,,9.0,6.0,2.0,0.0,0.0,,45.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,480.0,0.0,,,,,,,,,,,,
3361,Sawi,Lainnya,100.0,gram (g),30.0,,,5.69,,2.45,0.42,0.055,0.201,0.03,,0.0,3.6,,,0.46,,,,,,,,,,,,,,,,,,,,,,20.0,169.0,,,,,,,,,,,,
3362,Sawi Dimasak,Lainnya,100.0,gram (g),42.0,,,4.81,,2.05,2.24,0.4,0.722,0.918,,0.0,2.7,,,0.39,,,,,,,,,,,,,,,,,,,,,,269.0,113.0,,,,,,,,,,,,
3363,Sawi Dimasak (dari Segar),Lainnya,100.0,gram (g),42.0,,,4.81,,2.05,2.24,0.4,0.722,0.918,,0.0,2.7,,,0.39,,,,,,,,,,,,,,,,,,,,,,269.0,113.0,,,,,,,,,,,,
3364,Say Cizz,Namaste Organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3365,Sayap Ayam,Daging,1.0,""kecil (hasil setelah masak, tulang dihilangkan)"",81.0,,,0.0,,7.46,5.4,1.513,1.15,2.121,,23.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,113.0,51.0,,,,,,,,,,,,"
3366,Sayap Ayam (Kulit tidak Dimakan),Daging,100.0,gram (g),201.0,,,0.0,,30.21,8.06,2.241,1.765,2.588,,84.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,414.0,208.0,,,,,,,,,,,,
"3367,Sayap Ayam Goreng tanpa Pelapis (Kulit Dimakan),Daging,1.0,""kecil (hasil setelah masak, tulang dihilangkan)"",89.0,,,0.0,,7.56,6.33,1.651,1.468,2.504,,31.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,120.0,52.0,,,,,,,,,,,,"
"3368,Sayap Ayam Panggang (Kulit Dimakan),Daging,1.0,""kecil (hasil setelah masak, tulang dihilangkan)"",86.0,,,0.0,,7.99,5.79,1.621,1.232,2.273,,25.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,121.0,55.0,,,,,,,,,,,,"
3369,Sayur Lumpia,Lainnya,1.0,lumpia,63.0,,,7.44,,1.99,2.84,0.557,0.819,1.232,,23.0,0.6,,,0.75,,,,,,,,,,,,,,,,,,,,,,207.0,75.0,,,,,,,,,,,,
"3370,""Sayur Sup (Kalengan, Terkondensasi)"",Sup,1.0,mangkok,145.0,,,24.06,,4.23,3.89,0.59,1.451,1.673,,0.0,1.2,,,7.7,,,,,,,,,,,,,,,,,,,,,,1653.0,421.0,,,,,,,,,,,,"
3371,Sayuran,Makanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3372,""Sayuran Campur  (Padat dan Cair, Kaleng)"",Sayuran,1.0,mangkok,88.0,,,17.44,,3.48,0.61,0.125,0.294,0.039,,0.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,549.0,338.0,,,,,,,,,,,,"
3373,Sayuran Campur (Beku),Sayuran,100.0,gram (g),64.0,,,13.46,,3.33,0.52,0.098,0.235,0.031,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,47.0,212.0,,,,,,,,,,,,
"3374,""Sayuran Campur (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau, Wortel) (tanpa Tambahan Garam, Kaleng)"",Sayuran,1.0,mangkok,67.0,,,13.3,,2.55,0.36,0.071,0.178,0.04,,0.0,5.6,,,4.46,,,,,,,,,,,,,,,,,,,,,,47.0,251.0,,,,,,,,,,,,"
"3375,""Sayuran Campur (Kering Padatan, Kaleng)"",Sayuran,1.0,mangkok,80.0,,,15.09,,4.22,0.41,0.083,0.194,0.026,,0.0,4.9,,,3.99,,,,,,,,,,,,,,,,,,,,,,243.0,474.0,,,,,,,,,,,,"
"3376,""Sayuran Campur Matang (Jagung, Kacang Lima, Kacang Polong, Kacang Hijau dan Wortel)"",Sayuran,100.0,gram (g),81.0,,,12.74,,2.78,2.12,0.4,0.648,0.941,,0.0,4.3,,,3.06,,,,,,,,,,,,,,,,,,,,,,249.0,164.0,,,,,,,,,,,,"
3377,Sayuran Rebus (tanpa Daging),Sup,100.0,gram (g),56.0,,,9.73,,2.65,0.97,0.443,0.081,0.362,,1.0,1.7,,,1.93,,,,,,,,,,,,,,,,,,,,,,226.0,220.0,,,,,,,,,,,,
3378,Scallop,Ngetop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,Scallop,Salam,3.0,/ 4 potong (50 g),60.0,,,5.0,,8.0,0.5,0.0,,,,10.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,,,
"3380,Scrubber,Vegeta,1.0,""sachet (7,1 g)"",25.0,,,6.0,,0.0,0.0,0.0,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,"
3381,Sea Salt & Cacao Nibs Dark Chocolate,POD,1.0,porsi (40 g),220.0,,,19.0,,3.0,16.0,10.0,,,,0.0,5.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
3382,Sea Salt Cashew Nuts,East Bali Cashews,1.0,porsi (30 g),190.0,,,8.0,,5.0,15.0,4.5,,,,0.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,
3383,Seafood Fuyunghai,Healthy Go,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3384,Seafood Noodle Soup,Paldo,1.0,porsi (60 g),245.0,,,38.0,,5.5,8.0,4.0,0.0,0.0,,0.0,3.5,,,2.5,,,,,,,,,,,,,,,,,,,,,,1090.0,,,,,,,,,,,,,
3385,Seasoned Laver Original Flavor,Tao Kae Noi,1.0,bungkus (4 g),22.0,,,1.2,,0.8,1.6,0.3,,,,0.0,0.8,,,0.3,,,,,,,,,,,,,,,,,,,,,,66.0,0.0,,,,,,,,,,,,
3386,Seasoned Laver Spicy Flavor,Tao Kae Noi,1.0,takaran saji (4 g),20.0,,,1.0,,1.0,1.5,0.0,,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,
3387,Seaweed & Veggie Biscuits,Alamii,1.0,serving (20 g),100.0,,,13.0,,1.0,4.5,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,Seaweed Cassava,Whole Chips,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389,Seaweed Ramen,JONGGA,1.0,sajian (33 g),150.0,,,19.0,,3.0,7.0,3.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1130.0,,,,,,,,,,,,,
3390,See Hong Puff,Unibis,3.0,keping (27 g),120.0,,,19.0,,2.0,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,
3391,See Hong Puff,Hatari,2.0,keping (16 g),70.0,,,12.0,,1.0,2.5,1.0,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,
3392,Sei Ayam Sambal Matah With Red Grain Rice + Kentang Mustofa,Yellow Fit,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3393,Selada,Lainnya,100.0,gram (g),14.0,,,2.97,,0.9,0.14,0.018,0.074,0.006,,0.0,1.2,,,1.76,,,,,,,,,,,,,,,,,,,,,,10.0,141.0,,,,,,,,,,,,
3394,Selada,Sayuran,100.0,gram (g),14.0,,,2.97,,0.9,0.14,0.018,0.074,0.006,,0.0,1.2,,,1.76,,,,,,,,,,,,,,,,,,,,,,10.0,141.0,,,,,,,,,,,,
3395,Selada Arugula,Sayuran,100.0,gram (g),25.0,,,3.65,,2.58,0.66,0.086,0.319,0.049,,0.0,1.6,,,2.05,,,,,,,,,,,,,,,,,,,,,,27.0,369.0,,,,,,,,,,,,
3396,Selada Daun Hijau,Sayuran,100.0,gram (g),15.0,,,2.79,,1.36,0.15,0.02,0.082,0.006,,0.0,1.3,,,0.78,,,,,,,,,,,,,,,,,,,,,,28.0,194.0,,,,,,,,,,,,
3397,Selada Romaine,Sayuran,100.0,gram (g),17.0,,,3.28,,1.23,0.3,0.039,0.16,0.012,,0.0,2.1,,,1.19,,,,,,,,,,,,,,,,,,,,,,8.0,247.0,,,,,,,,,,,,
3398,Selai Bluberi,Jordan Bakery,1.0,bungkus (50 g),170.0,,,29.0,,5.0,4.0,2.0,,,,,0.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,
